food_id,food_code,duplicate_code_sequence,source_row_index,food_name,search_name,description,group_code,previous_code,main_data_references,footnote
15-625,15-625,1,2737,"Tori ki subji, homemade","tori ki subji, homemade 5 samples",5 samples,DR,,"University of Leeds, Nutritional analysis of commonly consumed South Asian foods in the UK, 2007",
12-408,12-408,1,2738,"Torte, fruit","torte, fruit 8 samples, 5 brands including lemon, raspberry and passion fruit","8 samples, 5 brands including lemon, raspberry and passion fruit",BR,11-423,"Reviewed 2013. RHM, Nutrient content of selected foods, 1995; fatty acids as FA supplement (1998) 11-423",
17-644,17-644,1,2739,Tortilla chips fried in sunflower oil,"tortilla chips fried in sunflower oil 7 samples, 6 products, assorted flavours, fried in high oleic sunflower oil, including doritos and own brands","7 samples, 6 products, assorted flavours, fried in high oleic sunflower oil, including Doritos and own brands",SN,17-497,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",
11-925,11-925,1,2740,"Tortilla, wheat, soft","tortilla, wheat, soft 8 samples, 6 products","8 samples, 6 products",AF,11-632,"LGC, Nutrient analysis of bread and morning goods, 1999; and industry data, 2013",
14-849,14-849,1,2741,Trail mix,trail mix 10 samples; mix of nuts and dried fruit,10 samples; mix of nuts and dried fruit,GA,50-1041,"Reviewed 2013. LGC, Nutritional composition of fruit products, 1985-1986; and industry data, 2013",
11-1126,11-1126,1,2742,"Treacle tart, homemade","treacle tart, homemade recipe",Recipe,AS,11-602,Updated 2014,
17-826,17-826,1,2743,"Treacle, black","treacle, black 3 samples",3 samples,SC,17-068,"LGC Analysis of Assorted Foods, 1994. Iodine updated from label data, 2013",
12-409,12-409,1,2744,"Trifle, fruit, retail","trifle, fruit, retail 12 samples, 7 brands","12 samples, 7 brands",BR,12-915 12-252 50-289 11-335,"Reviewed 2013. Campden and Chorleywood FRA, Nutrient analysis of yoghurts, fromage frais and chilled desserts, 1998. Fatty acids as published in Fatty Acids Supplement 12-915",
12-600,12-600,1,2745,"Trifle, homemade","trifle, homemade recipe",Recipe,BR,12-417,Updated 2014,
12-601,12-601,1,2746,"Trifle, with Dream Topping","trifle, with dream topping recipe, substituting 25g of made up dream topping for 25g double cream","Recipe, substituting 25g of made up dream topping for 25g double cream",BR,12-432,Updated 2014,
19-637,19-637,1,2747,"Tripe and onions, stewed, homemade","tripe and onions, stewed, homemade recipe",Recipe,MR,19-430,Updated 2014 (note full fatty acid data for tripe dressed stewed is available in obsoleted 18-457),
18-428,18-428,1,2748,"Tripe, dressed, raw","tripe, dressed, raw 6 samples",6 samples,MG,50-501,"LGC, Nutritional analysis of meat and poultry products, 1994-1995",
50-502,50-502,1,2749,"Tripe, dressed, stewed in milk","tripe, dressed, stewed in milk 18 samples; lime treated before purchase",18 samples; lime treated before purchase,MG,18-457,"MW4, 1978. As MW 5-502 (note that full fatty acid data is available in obsoleted FA 18-457, sampling and fat values are not comparable)",
16-224,16-224,1,2750,"Trout, brown, raw","trout, brown, raw analytical and literature sources",Analytical and literature sources,JC,,"Fish and Fish Products Supplement, 1993",
50-629,50-629,1,2751,"Trout, brown, steamed","trout, brown, steamed flesh only",Flesh only,JC,,"MW4, 1978. Estimated values, cholesterol, Se and I from Fish and Fish Products Supplement, 1993",
50-630,50-630,1,2752,"Trout, brown, steamed, weighed with bones","trout, brown, steamed, weighed with bones calculated from steamed 50-629",Calculated from steamed 50-629,JC,,"MW4, 1978. Estimated values, cholesterol, Se and I from Fish and Fish Products Supplement, 1993",
16-489,16-489,1,2753,"Trout, rainbow, baked, flesh only, fillets weighed with bones and skin","trout, rainbow, baked, flesh only, fillets weighed with bones and skin calculated from 16-396 using edible conversion factor of 0.87",Calculated from 16-396 using edible conversion factor of 0.87,JC,,"DH, Nutrient analysis of fish and fish products, 2013",
16-396,16-396,1,2754,"Trout, rainbow, flesh only, baked","trout, rainbow, flesh only, baked 9 samples, 9 products, frozen and chilled","9 samples, 9 products, frozen and chilled",JC,,"DH, Nutrient analysis of fish and fish products, 2013",
16-395,16-395,1,2755,"Trout, rainbow, flesh only, raw","trout, rainbow, flesh only, raw 9 samples, 9 products, frozen and chilled","9 samples, 9 products, frozen and chilled",JC,16-225,"DH, Nutrient analysis of fish and fish products, 2013",
17-098,17-098,1,2756,"Truffles, mocha, homemade","truffles, mocha, homemade recipe",Recipe,SEA,,"As Miscellaneous Foods Supplement, 1994",
17-837,17-837,1,2757,"Truffles, rum, homemade","truffles, rum, homemade recipe",Recipe,SEA,17-588,Updated 2014,
16-416,16-416,1,2758,"Tuna, canned in brine, drained","tuna, canned in brine, drained 11 samples, 10 products","11 samples, 10 products",JC,16-339,"DH, Nutrient analysis of fish and fish products, 2013",
16-417,16-417,1,2759,"Tuna, canned in sunflower oil, drained","tuna, canned in sunflower oil, drained 11 samples, 10 products","11 samples, 10 products",JC,16-230,"DH, Nutrient analysis of fish and fish products, 2013",
16-400,16-400,1,2760,"Tuna, flesh only, baked","tuna, flesh only, baked 9 samples, 9 products, frozen and chilled","9 samples, 9 products, frozen and chilled",JC,,"DH, Nutrient analysis of fish and fish products, 2013",
16-399,16-399,1,2761,"Tuna, flesh only, raw","tuna, flesh only, raw 9 samples, 9 products, frozen and chilled","9 samples, 9 products, frozen and chilled",JC,16-228,"DH, Nutrient analysis of fish and fish products, 2013",
16-156,16-156,1,2762,"Turbot, flesh only, grilled","turbot, flesh only, grilled calculated from raw, whole fish and fillets","Calculated from raw, whole fish and fillets",JA,,"Fish and Fish Products Supplement, 1993",
16-157,16-157,1,2763,"Turbot, flesh only, grilled, weighed with bones and skin","turbot, flesh only, grilled, weighed with bones and skin calculated from grilled 16-156",Calculated from grilled 16-156,JA,,"Fish and Fish Products Supplement, 1993",
16-155,16-155,1,2764,"Turbot, flesh only, raw","turbot, flesh only, raw literature sources",Literature sources,JA,,"Fish and Fish Products Supplement, 1993",
19-638,19-638,1,2765,"Turkey and pasta bake, homemade","turkey and pasta bake, homemade recipe",Recipe,MR,19-439,Updated 2014,
19-543,19-543,1,2766,Turkey slices,turkey slices 13 samples including honey roast and wafer thin turkey breast. 78-100% meat,13 samples including honey roast and wafer thin turkey breast. 78-100% meat,MI,19-157,"LGC, Nutritional analysis of meat and poultry products, 1994-1995; and industry data, 2013",
18-356,18-356,1,2767,"Turkey, breast, fillet, grilled, meat only","turkey, breast, fillet, grilled, meat only 9 samples; skinless",9 samples; skinless,MCO,,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",
18-348,18-348,1,2768,"Turkey, dark meat, raw","turkey, dark meat, raw 20 samples",20 samples,MCO,50-461,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",
18-358,18-358,1,2769,"Turkey, dark meat, roasted","turkey, dark meat, roasted 27 samples including self-basting turkey",27 samples including self-basting turkey,MCO,50-465 18-459,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995; phtyosterols from 18-459. Additional fatty acid data, with a slightly different fat content and fatty acid profile is available in 18-459.",
18-365,18-365,1,2770,"Turkey, drumsticks, roasted, meat and skin","turkey, drumsticks, roasted, meat and skin calculated from 92% dark meat and 8% skin",Calculated from 92% dark meat and 8% skin,MCO,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",
18-366,18-366,1,2771,"Turkey, drumsticks, roasted, meat and skin, weighed with bone","turkey, drumsticks, roasted, meat and skin, weighed with bone calculated from 18-365",Calculated from 18-365,MCO,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",
18-364,18-364,1,2772,"Turkey, drumsticks, roasted, meat only","turkey, drumsticks, roasted, meat only 9 samples",9 samples,MCO,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",
18-349,18-349,1,2773,"Turkey, light meat, raw","turkey, light meat, raw 20 samples",20 samples,MCO,50-460,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",
18-359,18-359,1,2774,"Turkey, light meat, roasted","turkey, light meat, roasted 18 samples",18 samples,MCO,50-464 18-460,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995; phytosterols from Fatty Acid Supplement, 1998 (18-460). Additional fatty acid data with a slightly different fat content and fatty acid profile is available in 18-460.",
18-350,18-350,1,2775,"Turkey, meat, average, raw","turkey, meat, average, raw calculated from 56% light meat and 44% dark meat",Calculated from 56% light meat and 44% dark meat,MCO,50-458,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995; phytosterols calculated from 18-348 and 18-359",
18-361,18-361,1,2776,"Turkey, meat, average, roasted","turkey, meat, average, roasted calculated from 51% light meat and 49% dark meat, fresh and frozen, including self-basting turkey","Calculated from 51% light meat and 49% dark meat, fresh and frozen, including self-basting turkey",MCO,50-462,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995; phytosterols calculated from 18-459 and 18-460",
18-354,18-354,1,2777,"Turkey, mince, stewed","turkey, mince, stewed 5 samples",5 samples,MCO,273,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",
18-360,18-360,1,2778,"Turkey, self-basting, light meat, roasted","turkey, self-basting, light meat, roasted 9 samples",9 samples,MCO,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",
18-362,18-362,1,2779,"Turkey, skin, dry, roasted","turkey, skin, dry, roasted 10 samples",10 samples,MCO,,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",
18-363,18-363,1,2780,"Turkey, skin, moist, roasted","turkey, skin, moist, roasted 18 samples",18 samples,MCO,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",
18-351,18-351,1,2781,"Turkey, skin, raw","turkey, skin, raw 21 samples",21 samples,MCO,269,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",
19-640,19-640,1,2782,"Turkey, stir-fried with vegetables, homemade","turkey, stir-fried with vegetables, homemade recipe",Recipe,MR,19-440,Updated 2014,
18-357,18-357,1,2783,"Turkey, strips, stir-fried in corn oil","turkey, strips, stir-fried in corn oil 8 samples; skinless",8 samples; skinless,MCO,,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",
18-355,18-355,1,2784,"Turkey, thighs, diced, casseroled, meat only","turkey, thighs, diced, casseroled, meat only 8 samples; skinless",8 samples; skinless,MCO,274,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",
18-352,18-352,1,2785,"Turkey, whole, raw","turkey, whole, raw calculated from 49% light meat, 39% dark meat and 13% skin","Calculated from 49% light meat, 39% dark meat and 13% skin",MCO,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",
18-353,18-353,1,2786,"Turkey, whole, raw, weighed with bone","turkey, whole, raw, weighed with bone calculated from 18-352",Calculated from 18-352,MCO,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",
18-367,18-367,1,2787,"Turkey, whole, roasted, meat and skin","turkey, whole, roasted, meat and skin calculated from 47% light meat, 45% dark meat and 8% skin from fresh, frozen and self-basting turkey","Calculated from 47% light meat, 45% dark meat and 8% skin from fresh, frozen and self-basting turkey",MCO,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",
18-368,18-368,1,2788,"Turkey, whole, roasted, meat and skin, weighed with bone","turkey, whole, roasted, meat and skin, weighed with bone calculated from 18-367",Calculated from 18-367,MCO,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",
17-593,17-593,1,2789,"Turkish delight, with nuts, homemade","turkish delight, with nuts, homemade recipe",Recipe,SEC,17-121,"Recipe as Miscellaneous Foods Supplement (1994), 17-121",
17-122,17-122,1,2790,"Turkish delight, without nuts","turkish delight, without nuts 7 assorted samples",7 assorted samples,SEC,50-1033,"Reviewed 2013. MW5, 1991",
13-861,13-861,1,2791,"Turmeric, ground","turmeric, ground literature sources",Literature sources,H,,"Vegetables, Herbs and Spices Supplement, 1991",
13-392,13-392,1,2792,"Turnip tops, boiled in unsalted water","turnip tops, boiled in unsalted water leaves; boiled 20 minutes",Leaves; boiled 20 minutes,DG,,"MW4, 1978. Values revised for Fruit and Nuts Supplement, 1992",
13-391,13-391,1,2793,"Turnip, boiled in unsalted water","turnip, boiled in unsalted water peeled thinly, diced and boiled 19 minutes, based on boiled in salted water","Peeled thinly, diced and boiled 19 minutes, based on boiled in salted water",DG,50-834,"Reviewed 2013. IFR, The nutritional composition of retail vegetables in the UK, 1984-1987; Vitamin K1 from Bolton-Smith et al, Br.J. Nutr 83, 2000",
13-389,13-389,1,2794,"Turnip, flesh only, raw","turnip, flesh only, raw peeled thinly",Peeled thinly,DG,50-833,"As Vegetables, Herbs and Spices Supplement, 1991 (13-391), Vitamin K1 from Bolton-Smith et al, Br.J. Nutr 83, 2000",
17-694,17-694,1,2795,Twiglets,"twiglets 20 samples, savoury wholewheat sticks","20 samples, savoury wholewheat sticks",SN,17-150,"LGC, Survey of the composition of savoury snacks and nuts, 1993; industry data, 2013; and Fatty Acid Supplement, 1998",
12-547,12-547,1,2796,Tzatziki,tzatziki yogurt-based greek starter. recipe,Yogurt-based Greek starter. Recipe,BN,12-410,Updated 2013,
12-468,12-468,1,2797,"Urad dahl, homemade","urad dahl, homemade 5 samples, black lentil curry","5 samples, black lentil curry",DR,,"University of Leeds, Nutritional analysis of commonly consumed South Asian foods in the UK, 2007",
18-487,18-487,1,2798,"Veal, escalope, fried in corn oil","veal, escalope, fried in corn oil 9 samples",9 samples,MAI,18-093,"Reviewed 2013. LGC, Nutrient analysis of carcase beef, 1992-1993; vitamin D from LGC, Determination of 25-OH vitamin D in selected foodstuffs, 1997",
18-486,18-486,1,2799,"Veal, escalope, raw","veal, escalope, raw 9 samples",9 samples,MAI,18-092 50-429,"LGC, Nutrient analysis of carcase beef, 1992-1993; vitamin D from LGC 'Determination of 25-OH vitamin D in selected foodstuffs' 1997.",
18-094,18-094,1,2800,"Veal, mince, raw","veal, mince, raw 5 samples",5 samples,MAI,,"LGC, Nutrient analysis of carcase beef, 1992-1993",
18-095,18-095,1,2801,"Veal, mince, stewed","veal, mince, stewed 5 samples",5 samples,MAI,223,"LGC, Nutrient analysis of carcase beef, 1992-1993",
15-656,15-656,1,2802,"Vegeburger, retail, grilled","vegeburger, retail, grilled 6 samples, 3 brands; soya protein based. grilled 6-10 minutes","6 samples, 3 brands; soya protein based. Grilled 6-10 minutes",DR,15-331,"LGC, Fruit and vegetables, 1989-1990; and industry data, 2013. Vitamin K1 from Bolton-Smith et al, Br.J. Nutr 83, 2000",
15-657,15-657,1,2803,"Vegetable and cheese grill/burger, in crumbs, baked/grilled","vegetable and cheese grill/burger, in crumbs, baked/grilled 9 samples, 6 brands including cheese grills and cheese and onion crispbakes","9 samples, 6 brands including cheese grills and cheese and onion crispbakes",DR,15-363,"RHM, Nutrient analysis of manufactured foods for vegetarians, 1997; and industry data, 2013. Fats as Fatty Acids Supplement 15-359",
